0 5.35270721787 0.198248415477
2 7.83081241132 0.198248415477
4 11.6966565131 0.198248415477
6 15.9589974459 0.198248415477
8 19.4283447167 0.198248415477
10 22.3029467411 0.198248415477
12 23.7898098572 0.198248415477
14 24.97930035 0.198248415477
16 26.0696666352 0.198248415477
18 26.4661634661 0.198248415477
20 26.4661634661 0.198248415477
22 26.8626602971 0.198248415477
24 27.0609087125 0.198248415477
26 26.8626602971 0.198248415477
28 26.9617845048 0.198248415477
30 26.7635360893 0.198248415477
32 26.8626602971 0.198248415477
34 26.5652876739 0.198248415477
36 26.3670392584 0.198248415477
38 25.9705424274 0.198248415477
